"Analysis";"Langauge Code";"Year";"Breakpoint 1";"Breakpoint 2";"alpha";"beta1";"beta2";"intercept"
"Double Breakpoint R";"fre-all";1872;8.71567620045812;10.2281186447497;-1.01240081666798;-0.421573090759899;-0.346746958049507;17.25670322356
"Double Breakpoint R";"fre-all";1873;8.69384016278821;10.2337042250845;-1.00700458945779;-0.417801399616936;-0.332482095454866;17.1515219854306
"Double Breakpoint R";"fre-all";1874;8.63831034161264;10.1783527040894;-1.00030123136297;-0.405818237101502;-0.350998879940486;17.1444602287516
"Double Breakpoint R";"fre-all";1875;8.73466620730138;10.2564494156687;-1.01129085937733;-0.413510020073383;-0.33442239121665;17.2973399975455
"Double Breakpoint R";"fre-all";1876;8.79103062263886;10.3003340179102;-1.01332632347715;-0.428331744876243;-0.325851344275623;17.3236731815082
"Double Breakpoint R";"fre-all";1877;8.64819460307688;10.1767772620415;-0.999404599742533;-0.3958106775477;-0.363600400097366;17.2106201130947
"Double Breakpoint R";"fre-all";1878;8.68802702750871;10.2282049685909;-1.00073258364033;-0.406856937985263;-0.331513336544238;17.3164132059776
"Double Breakpoint R";"fre-all";1879;8.68991987017799;10.2742318490546;-1.00548894695426;-0.408007668885615;-0.333371802782473;17.3655098896667
"Double Breakpoint R";"fre-all";1880;8.69870972573155;10.2545297658749;-1.00613492063745;-0.421220660610975;-0.334756364889633;17.4521637878362
"Double Breakpoint R";"fre-all";1881;8.72082669855846;10.2340427650434;-1.00681192660368;-0.406798012404333;-0.318378440335694;17.3827077325594
"Double Breakpoint R";"fre-all";1882;8.762434006374;10.287922116463;-1.00996740639104;-0.426533248182241;-0.323836770171994;17.4710918177478
"Double Breakpoint R";"fre-all";1883;8.7835720193065;10.3499331546042;-1.01151261671398;-0.431933370710512;-0.298307421423901;17.4670638196842
"Double Breakpoint R";"fre-all";1884;8.72190032486378;10.2451816031717;-1.00472678762968;-0.415223175223992;-0.342425457840514;17.4200441338287
